"No.","Time","Source","Destination","Protocol","Length","Info"
"1104","23.075552021","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","89","443  >  43189 Len=27"
"1105","23.075552101","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=61941 Ack=2915 Win=73216 Len=2416 TSval=3994093819 TSecr=350033095 [TCP PDU reassembled in 1117]"
"1106","23.075552183","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=64357 Ack=2915 Win=73216 Len=2416 TSval=3994093820 TSecr=350033095 [TCP PDU reassembled in 1117]"
"1107","23.075552268","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"1108","23.075602431","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=61941 Win=58368 Len=0 TSval=350033161 TSecr=3994093817"
"1109","23.075635532","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=64357 Win=61440 Len=0 TSval=350033161 TSecr=3994093819"
"1110","23.076155200","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","108","43189  >  443 Len=46"
"1111","23.076234534","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=66773 Win=59392 Len=0 TSval=350033162 TSecr=3994093820"
"1112","23.076954647","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=66773 Ack=2915 Win=73216 Len=2416 TSval=3994093821 TSecr=350033095 [TCP PDU reassembled in 1117]"
"1113","23.076992816","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=69189 Win=63488 Len=0 TSval=350033163 TSecr=3994093821"
"1114","23.077242788","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","fdcc:1705:6306:16::1","DNS","97","Standard query 0x1281 AAAA ocsp.digicert.com"
"1115","23.079230438","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=69189 Ack=2915 Win=73216 Len=2416 TSval=3994093822 TSecr=350033095 [TCP PDU reassembled in 1117]"
"1116","23.079260204","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=71605 Win=63488 Len=0 TSval=350033165 TSecr=3994093822"
"1117","23.082956832","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","1246","Application Data"
"1118","23.082957132","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","89","443  >  43189 Len=27"
"1119","23.082988355","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=72765 Win=64512 Len=0 TSval=350033169 TSecr=3994093824"
"1120","23.084757071","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=72765 Ack=2915 Win=73216 Len=2416 TSval=3994093829 TSecr=350033095 [TCP PDU reassembled in 1148]"
"1121","23.084908292","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=75181 Win=63488 Len=0 TSval=350033171 TSecr=3994093829"
"1122","23.087440918","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=75181 Ack=2915 Win=73216 Len=2416 TSval=3994093830 TSecr=350033095 [TCP PDU reassembled in 1148]"
"1123","23.087441249","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"1124","23.087441351","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"1125","23.087441435","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"1126","23.087441519","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1678","443  >  48176 [PSH, ACK] Seq=77597 Ack=2915 Win=73216 Len=1592 TSval=3994093831 TSecr=350033095 [TCP PDU reassembled in 1148]"
"1127","23.087441660","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"1128","23.087476064","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=77597 Win=63488 Len=0 TSval=350033173 TSecr=3994093830"
"1129","23.088716095","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","109","43189  >  443 Len=47"
"1130","23.088794896","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=79189 Win=64512 Len=0 TSval=350033174 TSecr=3994093831"
"1131","23.096035338","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","312","43189  >  443 Len=250"
"1132","23.096511450","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","524","43189  >  443 Len=462"
"1133","23.098218954","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","312","43189  >  443 Len=250"
"1134","23.098698381","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","524","43189  >  443 Len=462"
"1135","23.107092847","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=79189 Ack=2915 Win=73216 Len=2416 TSval=3994093852 TSecr=350033155 [TCP PDU reassembled in 1148]"
"1136","23.107256567","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=81605 Win=64512 Len=0 TSval=350033193 TSecr=3994093852"
"1137","23.109320965","fdcc:1705:6306:16::1","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","DNS","261","Standard query response 0x1281 AAAA ocsp.digicert.com CNAME ocsp.edge.digicert.com CNAME cac-ocsp.digicert.com.edgekey.net CNAME e3913.cd.akamaiedge.net SOA n0cd.akamaiedge.net"
"1138","23.109320971","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  48176 [ACK] Seq=81605 Ack=2915 Win=73216 Len=1208 TSval=3994093853 TSecr=350033155 [TCP PDU reassembled in 1148]"
"1139","23.109366654","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=82813 Win=67584 Len=0 TSval=350033195 TSecr=3994093853"
"1140","23.110399248","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  48176 [PSH, ACK] Seq=82813 Ack=2915 Win=73216 Len=1208 TSval=3994093853 TSecr=350033155 [TCP PDU reassembled in 1148]"
"1141","23.110427333","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=84021 Win=67584 Len=0 TSval=350033196 TSecr=3994093853"
"1142","23.111531906","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","QUIC","234","Protected Payload (KP0), DCID=21181100610d2ad986e6ec96c8319b1dcdce7631"
"1143","23.111582684","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","QUIC","138","Protected Payload (KP0), DCID=21181100610d2ad986e6ec96c8319b1dcdce7631"
"1144","23.116122887","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=84021 Ack=2915 Win=73216 Len=2416 TSval=3994093860 TSecr=350033155 [TCP PDU reassembled in 1148]"
"1145","23.116298142","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=86437 Win=67584 Len=0 TSval=350033202 TSecr=3994093860"
"1146","23.117210607","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=86437 Ack=2915 Win=73216 Len=2416 TSval=3994093861 TSecr=350033155 [TCP PDU reassembled in 1148]"
"1147","23.117329176","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=88853 Win=67584 Len=0 TSval=350033203 TSecr=3994093861"
"1148","23.119259902","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","754","Application Data, Application Data"
"1149","23.119542626","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=89521 Win=67584 Len=0 TSval=350033205 TSecr=3994093862"
"1150","23.158843759","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","90","443  >  43189 Len=28"
"1151","23.161262061","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"1152","23.161262408","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"1153","23.162111058","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","106","43189  >  443 Len=44"
"1154","23.163727884","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"1155","23.163728285","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"1156","23.163728433","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"1157","23.164709607","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","107","43189  >  443 Len=45"
"1158","23.165816521","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"1159","23.165948191","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","TCP","94","36756  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=1483566797 TSecr=0 WS=1024"
"1160","23.166146633","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","TCP","94","36770  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=1483566797 TSecr=0 WS=1024"
"1161","23.167911470","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","94","38046  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=986382302 TSecr=0 WS=1024"
"1162","23.168118128","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","94","38062  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=986382302 TSecr=0 WS=1024"
"1163","23.171482603","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","169","Protected Payload (KP0), DCID=1d31a3"
"1164","23.171483011","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","105","Protected Payload (KP0), DCID=1d31a3"
"1165","23.171483109","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1514","Protected Payload (KP0), DCID=1d31a3"
"1166","23.171907470","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","QUIC","105","Protected Payload (KP0), DCID=21181100610d2ad986e6ec96c8319b1dcdce7631"
"1167","23.186400016","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","107","43189  >  443 Len=45"
"1168","23.209135924","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","94","443  >  36756 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=2540429461 TSecr=1483566797 WS=512"
"1169","23.209168824","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","TCP","86","36756  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1483566840 TSecr=2540429461"
"1170","23.209948096","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","TLSv1.2","2002","Client Hello (SNI=images-na.ssl-images-amazon.com)"
"1171","23.222040317","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","94","443  >  38046 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1220 SACK_PERM TSval=145993568 TSecr=986382302 WS=512"
"1172","23.222040397","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","94","443  >  36770 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=3357104798 TSecr=1483566797 WS=512"
"1173","23.222079316","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","TCP","86","36770  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1483566853 TSecr=3357104798"
"1174","23.222091188","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38046  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=986382356 TSecr=145993568"
"1175","23.222946983","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","94","443  >  38062 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1220 SACK_PERM TSval=1176363673 TSecr=986382302 WS=512"
"1176","23.222988024","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=986382357 TSecr=1176363673"
"1177","23.223295288","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","TLSv1.2","2002","Client Hello (SNI=images-na.ssl-images-amazon.com)"
"1178","23.224217955","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TLSv1.3","1989","Client Hello (SNI=m.media-amazon.com)"
"1179","23.225328328","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TLSv1.3","1989","Client Hello (SNI=m.media-amazon.com)"
"1180","23.230786393","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=89521 Ack=2915 Win=73216 Len=2416 TSval=3994093975 TSecr=350033205 [TCP PDU reassembled in 1186]"
"1181","23.230927691","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=91937 Win=66560 Len=0 TSval=350033317 TSecr=3994093975"
"1182","23.232833155","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=91937 Ack=2915 Win=73216 Len=2416 TSval=3994093976 TSecr=350033205 [TCP PDU reassembled in 1186]"
"1183","23.232833660","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=94353 Ack=2915 Win=73216 Len=2416 TSval=3994093977 TSecr=350033205 [TCP PDU reassembled in 1186]"
"1184","23.232894641","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=94353 Win=66560 Len=0 TSval=350033319 TSecr=3994093976"
"1185","23.233032780","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=96769 Win=67584 Len=0 TSval=350033319 TSecr=3994093977"
"1186","23.234685037","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","2502","Application Data"
"1187","23.234685354","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=99185 Ack=2915 Win=73216 Len=2416 TSval=3994093979 TSecr=350033205 [TCP PDU reassembled in 1189]"
"1188","23.234804235","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=101601 Win=64512 Len=0 TSval=350033320 TSecr=3994093978"
"1189","23.237777898","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","2502","Application Data"
"1190","23.237778214","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=104017 Ack=2915 Win=73216 Len=2416 TSval=3994093981 TSecr=350033205 [TCP PDU reassembled in 1193]"
"1191","23.237805530","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=104017 Win=66560 Len=0 TSval=350033323 TSecr=3994093980"
"1192","23.237915055","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=106433 Win=64512 Len=0 TSval=350033324 TSecr=3994093981"
"1193","23.239331586","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","2502","Application Data"
"1194","23.239331940","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=108849 Ack=2915 Win=73216 Len=2416 TSval=3994093984 TSecr=350033205 [TCP PDU reassembled in 1197]"
"1195","23.239363526","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=108849 Win=66560 Len=0 TSval=350033325 TSecr=3994093982"
"1196","23.239456662","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=111265 Win=64512 Len=0 TSval=350033325 TSecr=3994093984"
"1197","23.241241135","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","2502","Application Data"
"1198","23.241279818","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=113681 Win=66560 Len=0 TSval=350033327 TSecr=3994093985"
"1199","23.243284316","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","2502","Application Data"
"1200","23.243284958","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=116097 Ack=2915 Win=73216 Len=2416 TSval=3994093987 TSecr=350033205 [TCP PDU reassembled in 1201]"
"1201","23.243285082","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","2502","Application Data"
"1202","23.243332387","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=116097 Win=66560 Len=0 TSval=350033329 TSecr=3994093986"
"1203","23.243404551","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=120929 Win=62464 Len=0 TSval=350033329 TSecr=3994093987"
"1204","23.246090631","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","2502","Application Data"
"1205","23.246090984","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","2502","Application Data"
"1206","23.246126802","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=123345 Win=66560 Len=0 TSval=350033332 TSecr=3994093989"
"1207","23.246209649","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=125761 Win=64512 Len=0 TSval=350033332 TSecr=3994093990"
"1208","23.247482621","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=125761 Ack=2915 Win=73216 Len=2416 TSval=3994093991 TSecr=350033205 [TCP PDU reassembled in 1218]"
"1209","23.247482935","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=128177 Ack=2915 Win=73216 Len=2416 TSval=3994093993 TSecr=350033205 [TCP PDU reassembled in 1218]"
"1210","23.247513942","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=128177 Win=66560 Len=0 TSval=350033333 TSecr=3994093991"
"1211","23.247569555","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=130593 Win=67584 Len=0 TSval=350033333 TSecr=3994093993"
"1212","23.249233170","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=130593 Ack=2915 Win=73216 Len=2416 TSval=3994093994 TSecr=350033205 [TCP PDU reassembled in 1218]"
"1213","23.249327851","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=133009 Win=67584 Len=0 TSval=350033335 TSecr=3994093994"
"1214","23.251250404","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=133009 Ack=2915 Win=73216 Len=2416 TSval=3994093995 TSecr=350033205 [TCP PDU reassembled in 1218]"
"1215","23.251250699","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=135425 Ack=2915 Win=73216 Len=2416 TSval=3994093996 TSecr=350033205 [TCP PDU reassembled in 1218]"
"1216","23.251329483","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=137841 Win=67584 Len=0 TSval=350033337 TSecr=3994093995"
"1217","23.254235237","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=137841 Ack=2915 Win=73216 Len=2416 TSval=3994093997 TSecr=350033205 [TCP PDU reassembled in 1218]"
"1218","23.254235518","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","2502","Application Data, Application Data"
"1219","23.254322379","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:274d:5400:7:49a5:5fd5:9881","TCP","86","48176  >  443 [ACK] Seq=2915 Ack=142673 Win=64512 Len=0 TSval=350033340 TSecr=3994093997"
"1220","23.257110559","2600:9000:274d:5400:7:49a5:5fd5:9881","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","2502","443  >  48176 [PSH, ACK] Seq=142673 Ack=2915 Win=73216 Len=2416 TSval=3994093999 TSecr=350033205 [TCP PDU reassembled in 1250]"
"1221","23.257110910","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","98","[TCP Dup ACK 1168#1] 443  >  36756 [ACK] Seq=1 Ack=1 Win=144384 Len=0 TSval=2540429512 TSecr=1483566840 SLE=1349 SRE=1917"
"1222","23.257111075","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","86","443  >  36756 [ACK] Seq=1 Ack=1917 Win=146944 Len=0 TSval=2540429512 TSecr=1483566841"
